transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,total,total_normalized
3530523263,272777,2014-02-15,10,6,2,582,122.22,1286.22,MBR,1164,0.14724091520861374
8433718881,271912,2014-02-15,11,6,2,1438,301.98,3177.98,MBR,2876,0.37765814266487213
21494029219,268052,2014-02-15,4,2,4,228,95.76,1007.76,e-Shop,912,0.11332436069986541
56419730266,268772,2014-02-15,11,5,1,1213,127.365,1340.365,e-Shop,1213,0.153835800807537
50076728598,269014,2014-02-15,8,3,4,581,244.02,2568.02,e-Shop,2324,0.30336473755047105
35243275448,273075,2014-02-15,2,6,4,1168,490.56,5162.56,TeleShop,4672,0.6193808882907134
10942311291,271297,2014-02-15,3,1,2,756,158.76,1670.76,Flagship store,1512,0.19407806191117094
63352996926,272145,2014-02-15,5,3,4,1342,563.64,5931.64,Flagship store,5368,0.7130551816958277
73713102191,268867,2014-02-15,1,1,1,714,74.97,788.97,MBR,714,0.08667563930013458
70043127245,271595,2014-02-15,8,3,1,1461,153.405,1614.405,TeleShop,1461,0.18721399730820995
85713951101,274609,2014-02-15,12,5,5,968,508.2,5348.2,TeleShop,4840,0.6419919246298789
82975337804,272529,2014-02-15,4,4,4,869,364.98,3840.98,Flagship store,3476,0.45841184387617767
84116465142,271368,2014-02-15,10,5,5,788,413.7,4353.7,MBR,3940,0.5208613728129206
62672834763,268855,2014-02-14,4,3,3,1363,429.345,4518.345,e-Shop,4089,0.5409152086137281
57134739558,270625,2014-02-14,1,1,5,595,312.375,3287.375,TeleShop,2975,0.39098250336473755
57112244235,268076,2014-02-14,10,3,4,167,70.14,738.14,Flagship store,668,0.08048452220726783
6993051511,271658,2014-02-14,11,6,2,476,99.96,1051.96,e-Shop,952,0.11870794078061911
2934877504,271859,2014-02-14,3,2,4,1274,535.08,5631.08,Flagship store,5096,0.6764468371467025
56835507985,271744,2014-02-14,6,5,4,378,158.76,1670.76,MBR,1512,0.19407806191117094
31183475305,273474,2014-02-14,9,3,2,706,148.26,1560.26,e-Shop,1412,0.18061911170928668
50177628799,273763,2014-02-14,4,2,3,803,252.945,2661.945,MBR,2409,0.3148048452220727
30489975482,274689,2014-02-14,10,3,4,1002,420.84,4428.84,MBR,4008,0.5300134589502019
85198716539,269275,2014-02-14,10,3,1,96,10.08,106.08,TeleShop,96,0.0034993270524899056
85284647047,271924,2014-02-14,2,6,2,367,77.07,811.07,Flagship store,734,0.08936742934051144
92809340294,271061,2014-02-14,4,3,3,1004,316.26,3328.26,e-Shop,3012,0.39596231493943473
81262483026,268956,2014-02-14,9,3,4,700,294.0,3094.0,TeleShop,2800,0.3674293405114401
99503089534,274266,2014-02-14,8,3,1,1370,143.85,1513.85,Flagship store,1370,0.17496635262449528
88321457472,269907,2014-02-14,10,3,5,621,326.025,3431.025,e-Shop,3105,0.4084791386271871
75927432534,267500,2014-02-14,1,4,2,845,177.45,1867.45,e-Shop,1690,0.2180349932705249
70614782851,269140,2014-02-14,2,6,4,342,143.64,1511.64,TeleShop,1368,0.1746971736204576
64655688681,268136,2014-02-14,1,4,5,153,80.325,845.325,TeleShop,765,0.09353970390309556
16952157158,271493,2014-02-13,4,4,2,1200,252.0,2652.0,e-Shop,2400,0.3135935397039031
7719443790,271312,2014-02-13,10,3,4,1135,476.7,5016.7,e-Shop,4540,0.6016150740242261
58500805392,267375,2014-02-13,4,4,3,85,26.775,281.775,TeleShop,255,0.02489905787348587
6801834681,273174,2014-02-13,4,1,1,642,67.41,709.41,Flagship store,642,0.07698519515477793
10655853079,267375,2014-02-13,6,5,4,1486,624.12,6568.12,TeleShop,5944,0.790578734858681
21685086436,274152,2014-02-13,2,6,3,765,240.975,2535.975,Flagship store,2295,0.29946164199192465
36041524849,274408,2014-02-13,3,5,3,771,242.865,2555.865,Flagship store,2313,0.30188425302826377
58780907716,270071,2014-02-13,11,6,2,819,171.99,1809.99,MBR,1638,0.2110363391655451
35353613089,270207,2014-02-13,4,1,3,126,39.69,417.69,Flagship store,378,0.0414535666218035
2737048693,270263,2014-02-13,4,2,4,1108,465.36,4897.36,e-Shop,4432,0.5870794078061912
78324020330,273304,2014-02-13,11,6,3,765,240.975,2535.975,e-Shop,2295,0.29946164199192465
88853694830,268444,2014-02-13,4,4,3,80,25.2,265.2,MBR,240,0.02288021534320323
87149439767,273848,2014-02-13,6,5,3,1288,405.72,4269.72,TeleShop,3864,0.5106325706594885
89646857855,273598,2014-02-13,11,6,4,755,317.1,3337.1,MBR,3020,0.39703903095558546
16390149843,274799,2014-01-31,12,6,5,1476,774.9,8154.9,MBR,7380,0.9838492597577388
61655584546,274587,2014-01-31,6,5,4,461,193.62,2037.62,Flagship store,1844,0.23876177658142664
60138593216,270888,2014-01-31,4,4,3,827,260.505,2741.505,e-Shop,2481,0.32449528936742933
12315701321,268516,2014-01-31,7,5,3,762,240.03,2526.03,e-Shop,2286,0.29825033647375504
37900856424,272463,2014-01-31,4,3,4,1224,514.08,5410.08,MBR,4896,0.6495289367429341
33656527085,273167,2014-01-31,4,4,2,1085,227.85,2397.85,e-Shop,2170,0.28263795423956933
22826695874,270949,2014-01-31,1,1,4,1481,622.02,6546.02,e-Shop,5924,0.7878869448183041
54552813204,271974,2014-01-31,10,3,5,1141,599.025,6304.025,e-Shop,5705,0.7584118438761777
6472413088,272105,2014-01-31,11,6,2,476,99.96,1051.96,e-Shop,952,0.11870794078061911
58623171425,269732,2014-01-31,2,6,3,461,145.215,1528.215,TeleShop,1383,0.17671601615074023
53323992234,273271,2014-01-31,3,1,5,376,197.4,2077.4,TeleShop,1880,0.24360699865410498
27205845162,267858,2014-01-31,7,5,4,1145,480.9,5060.9,e-Shop,4580,0.6069986541049798
80295560781,274331,2014-01-31,6,5,4,147,61.74,649.74,MBR,588,0.06971736204576043
66476158995,270580,2014-01-31,4,3,4,1472,618.24,6506.24,TeleShop,5888,0.7830417227456259
79213950689,268047,2014-01-31,12,5,5,1290,677.25,7127.25,e-Shop,6450,0.8586810228802153
67548143862,272515,2014-01-31,1,4,2,586,123.06,1295.06,MBR,1172,0.14831763122476446
65391787776,268050,2014-01-31,1,2,3,686,216.09,2274.09,e-Shop,2058,0.26756393001345896
92879441377,270678,2014-01-31,4,4,1,544,57.12,601.12,e-Shop,544,0.06379542395693136
97019027374,267702,2014-01-31,12,5,2,681,143.01,1505.01,TeleShop,1362,0.17388963660834456
2547329505,271176,2014-01-30,3,1,5,1428,749.7,7889.7,TeleShop,7140,0.9515477792732167
57678857295,270633,2014-01-30,1,2,2,497,104.37,1098.37,MBR,994,0.1243606998654105
58232578746,271758,2014-01-30,1,4,2,592,124.32,1308.32,MBR,1184,0.14993270524899058
21274376720,273590,2014-01-30,3,5,5,109,57.225,602.225,TeleShop,545,0.0639300134589502
1657099167,270780,2014-01-30,10,5,2,389,81.69,859.69,TeleShop,778,0.09528936742934051
34629693730,272996,2014-01-30,11,5,5,969,508.725,5353.725,TeleShop,4845,0.642664872139973
58390178469,275082,2014-01-30,4,3,1,1098,115.29,1213.29,MBR,1098,0.13835800807537013
79276691171,273703,2014-01-30,10,6,3,895,281.925,2966.925,e-Shop,2685,0.35195154777927323
86716056028,268479,2014-01-30,6,5,2,491,103.11,1085.11,MBR,982,0.12274562584118438
91119052519,270293,2014-01-30,4,3,4,1375,577.5,6077.5,TeleShop,5500,0.730820995962315
77398776562,270526,2014-01-30,2,6,4,858,360.36,3792.36,Flagship store,3432,0.4524899057873486
71940489641,269392,2014-01-30,7,5,4,281,118.02,1242.02,e-Shop,1124,0.14185733512786003
87197016917,268736,2014-01-30,8,3,4,461,193.62,2037.62,Flagship store,1844,0.23876177658142664
69670072494,267594,2014-01-30,9,3,1,176,18.48,194.48,MBR,176,0.014266487213997309
92449967953,270839,2014-01-30,12,6,1,285,29.925,314.925,TeleShop,285,0.028936742934051143
64764218477,268790,2014-01-30,3,1,5,848,445.2,4685.2,e-Shop,4240,0.5612382234185733
68543654749,272529,2014-01-30,6,5,1,331,34.755,365.755,MBR,331,0.0351278600269179
8172983400,271972,2014-01-29,4,3,2,583,122.43,1288.43,TeleShop,1166,0.1475100942126514
7338933735,271474,2014-01-29,6,5,4,173,72.66,764.66,TeleShop,692,0.08371467025572005
36807187754,275075,2014-01-29,1,2,5,713,374.325,3939.325,e-Shop,3565,0.47039030955585465
54292751087,271567,2014-01-29,4,4,1,778,81.69,859.69,MBR,778,0.09528936742934051
58625169841,273386,2014-01-29,6,5,2,511,107.31,1129.31,MBR,1022,0.12812920592193808
37626170750,271304,2014-01-29,9,3,1,769,80.745,849.745,e-Shop,769,0.09407806191117093
39666063873,273509,2014-01-29,4,4,4,516,216.72,2280.72,TeleShop,2064,0.268371467025572
25599059324,267547,2014-01-29,1,4,3,1023,322.245,3391.245,e-Shop,3069,0.40363391655450875
34360043512,271858,2014-01-29,10,5,1,1046,109.83,1155.83,e-Shop,1046,0.1313593539703903
21647178150,274923,2014-01-29,7,5,5,812,426.3,4486.3,Flagship store,4060,0.5370121130551817
15889392076,269831,2014-01-29,6,5,3,822,258.93,2724.93,TeleShop,2466,0.3224764468371467
49989506732,271833,2014-01-29,9,3,1,756,79.38,835.38,e-Shop,756,0.09232839838492597
6817548315,268266,2014-01-29,11,5,1,1132,118.86,1250.86,TeleShop,1132,0.14293405114401075
23926337037,269780,2014-01-29,4,2,2,1392,292.32,3076.32,e-Shop,2784,0.3652759084791386
17471192489,271500,2014-01-29,4,4,4,526,220.92,2324.92,TeleShop,2104,0.2737550471063257
65582112405,267243,2014-01-29,1,1,3,1259,396.585,4173.585,e-Shop,3777,0.4989232839838493
79594896765,274756,2014-01-29,3,1,3,269,84.735,891.735,Flagship store,807,0.09919246298788695
84097282175,269273,2014-01-29,1,2,3,1207,380.205,4001.205,e-Shop,3621,0.47792732166890983
89609082257,266993,2014-01-29,9,3,2,1245,261.45,2751.45,TeleShop,2490,0.32570659488559894
94244420943,271294,2014-01-29,3,5,5,810,425.25,4475.25,e-Shop,4050,0.5356662180349933
74045977498,268998,2014-01-29,11,5,1,814,85.47,899.47,Flagship store,814,0.10013458950201884
79699211411,272286,2014-01-29,10,6,1,763,80.115,843.115,MBR,763,0.09327052489905788
85527129080,271161,2014-01-29,12,5,4,983,412.86,4344.86,TeleShop,3932,0.5197846567967699
64939234724,270240,2014-01-29,1,1,4,644,270.48,2846.48,e-Shop,2576,0.33728129205921936
59944705244,274739,2014-01-28,10,6,5,1440,756.0,7956.0,MBR,7200,0.9596231493943472
4535841537,271224,2014-01-28,1,4,5,1306,685.65,7215.65,TeleShop,6530,0.8694481830417228
46741038644,273026,2014-01-28,7,5,5,1163,610.575,6425.575,MBR,5815,0.7732166890982504
54640842539,270036,2014-01-28,3,1,5,428,224.7,2364.7,e-Shop,2140,0.27860026917900405
58703900633,270106,2014-01-28,2,6,5,1048,550.2,5790.2,e-Shop,5240,0.6958277254374159
50475842661,268099,2014-01-28,4,1,2,1171,245.91,2587.91,e-Shop,2342,0.3057873485868102
61822316053,274408,2014-01-28,7,5,4,1382,580.44,6108.44,Flagship store,5528,0.7345895020188425
10514896400,267909,2014-01-28,11,6,5,1190,624.75,6574.75,e-Shop,5950,0.7913862718707941
37053723982,267912,2014-01-28,7,5,3,1021,321.615,3384.615,Flagship store,3063,0.4028263795423957
64030190529,269524,2014-01-28,1,4,5,525,275.625,2900.625,e-Shop,2625,0.34387617765814266
98359405385,274331,2014-01-28,3,5,4,1314,551.88,5807.88,MBR,5256,0.6979811574697173
99564160197,275204,2014-01-28,2,6,5,868,455.7,4795.7,MBR,4340,0.5746971736204576
82925613862,274728,2014-01-28,4,2,5,450,236.25,2486.25,e-Shop,2250,0.2934051144010767
88066189956,269413,2014-01-28,1,4,5,661,347.025,3652.025,MBR,3305,0.4353970390309556
78915377743,272556,2014-01-28,6,5,5,98,51.45,541.45,e-Shop,490,0.05652759084791386
79991586084,268211,2014-01-28,1,1,5,540,283.5,2983.5,Flagship store,2700,0.35397039030955585
98158207065,269820,2014-01-28,4,2,5,544,285.6,3005.6,e-Shop,2720,0.3566621803499327
78612992935,268810,2014-01-28,1,1,5,407,213.675,2248.675,e-Shop,2035,0.26446837146702556
66769817332,267828,2014-01-28,3,1,5,100,52.5,552.5,TeleShop,500,0.05787348586810229
91391624776,273831,2014-01-28,6,5,1,775,81.375,856.375,TeleShop,775,0.09488559892328398
7640943042,271283,2014-01-27,1,1,1,1331,139.755,1470.755,MBR,1331,0.16971736204576043
23848726298,272574,2014-01-27,10,6,5,1350,708.75,7458.75,Flagship store,6750,0.8990578734858681
22618767602,272534,2014-01-27,4,4,3,519,163.485,1720.485,e-Shop,1557,0.20013458950201884
20069075349,267771,2014-01-27,12,5,5,416,218.4,2298.4,MBR,2080,0.27052489905787347
20315433060,270239,2014-01-27,12,5,5,1218,639.45,6729.45,TeleShop,6090,0.8102288021534321
17601062724,268679,2014-01-27,1,4,4,927,389.34,4097.34,TeleShop,3708,0.48963660834454914
34115286752,266918,2014-01-27,10,6,3,1381,435.015,4578.015,TeleShop,4143,0.5481830417227457
59826856100,274751,2014-01-27,11,6,3,566,178.29,1876.29,e-Shop,1698,0.21911170928667564
18147222234,269376,2014-01-27,10,5,3,693,218.295,2297.295,e-Shop,2079,0.27039030955585464
42212433680,272313,2014-01-27,3,1,1,663,69.615,732.615,MBR,663,0.07981157469717362
96412556748,269841,2014-01-27,10,3,3,394,124.11,1306.11,Flagship store,1182,0.14966352624495288
75569039317,274952,2014-01-27,7,5,5,483,253.575,2668.575,TeleShop,2415,0.31561238223418575
74772078732,271683,2014-01-27,5,3,1,798,83.79,881.79,e-Shop,798,0.09798115746971736
94902984271,270831,2014-01-27,8,3,5,1221,641.025,6746.025,Flagship store,6105,0.8122476446837147
94988741280,267488,2014-01-27,3,1,3,382,120.33,1266.33,Flagship store,1146,0.14481830417227456
96223637288,273924,2014-01-27,8,3,2,632,132.72,1396.72,e-Shop,1264,0.160699865410498
89939456523,268996,2014-01-27,1,1,1,1103,115.815,1218.815,e-Shop,1103,0.13903095558546433
72411019568,271905,2014-01-27,3,1,5,1173,615.825,6480.825,Flagship store,5865,0.7799461641991925
19240720162,272940,2014-01-26,9,3,3,1203,378.945,3987.945,MBR,3609,0.4763122476446837
10305033839,270350,2014-01-26,3,1,1,275,28.875,303.875,TeleShop,275,0.02759084791386272
21803484383,267991,2014-01-26,11,6,5,932,489.3,5149.3,MBR,4660,0.6177658142664872
36956954883,271381,2014-01-26,10,5,1,374,39.27,413.27,e-Shop,374,0.04091520861372813
38807835117,269786,2014-01-26,7,5,5,245,128.625,1353.625,Flagship store,1225,0.15545087483176312
12905992307,267094,2014-01-26,5,3,1,1449,152.145,1601.145,e-Shop,1449,0.18559892328398384
13196430748,268847,2014-01-26,2,6,5,1444,758.1,7978.1,MBR,7220,0.9623149394347241
42789741259,266853,2014-01-26,1,1,2,1152,241.92,2545.92,MBR,2304,0.3006729475100942
35964342169,271769,2014-01-26,1,1,4,642,269.64,2837.64,TeleShop,2568,0.33620457604306864
10692392213,275022,2014-01-26,4,4,2,1335,280.35,2950.35,e-Shop,2670,0.34993270524899056
70176609703,272656,2014-01-26,5,3,4,826,346.92,3650.92,e-Shop,3304,0.4352624495289367
64562440096,270706,2014-01-26,3,5,2,265,55.65,585.65,TeleShop,530,0.06191117092866756
86449661887,268352,2014-01-26,10,3,4,1082,454.44,4782.44,e-Shop,4328,0.5730820995962315
99264354202,275246,2014-01-26,4,3,4,191,80.22,844.22,e-Shop,764,0.09340511440107671
44616875326,271937,2014-01-25,4,1,3,121,38.115,401.115,TeleShop,363,0.039434724091520865
60097466271,273973,2014-01-25,7,5,5,859,450.975,4745.975,Flagship store,4295,0.5686406460296097
29734254814,274428,2014-01-25,9,3,4,1186,498.12,5242.12,e-Shop,4744,0.6290713324360699
29982163778,272482,2014-01-25,1,1,3,1499,472.185,4969.185,e-Shop,4497,0.5958277254374159
44442512915,274706,2014-01-25,10,3,2,1054,221.34,2329.34,TeleShop,2108,0.2742934051144011
21682231729,275117,2014-01-25,3,2,3,1459,459.585,4836.585,MBR,4377,0.5796769851951548
12773478634,267594,2014-01-25,10,6,3,847,266.805,2807.805,e-Shop,2541,0.3325706594885599
60959622239,271586,2014-01-25,5,3,3,114,35.91,377.91,e-Shop,342,0.03660834454912517
18418145766,273798,2014-01-25,4,3,3,1289,406.035,4273.035,e-Shop,3867,0.5110363391655451
46821950214,270938,2014-01-25,4,4,5,1057,554.925,5839.925,e-Shop,5285,0.7018842530282638
25389989724,274955,2014-01-25,4,2,1,1145,120.225,1265.225,Flagship store,1145,0.14468371467025573
29893265549,267656,2014-01-25,4,4,3,962,303.03,3189.03,MBR,2886,0.3790040376850606
26839685633,274525,2014-01-25,9,3,5,739,387.975,4082.975,e-Shop,3695,0.4878869448183042
27440436952,274978,2014-01-25,3,2,4,1100,462.0,4862.0,TeleShop,4400,0.5827725437415882
2725756218,267420,2014-01-25,4,2,4,506,212.52,2236.52,e-Shop,2024,0.2629878869448183
28610637168,273835,2014-01-25,10,6,5,1402,736.05,7746.05,Flagship store,7010,0.9340511440107672
89337750703,270020,2014-01-25,7,5,2,1323,277.83,2923.83,e-Shop,2646,0.34670255720053833
78090081104,267999,2014-01-25,4,2,3,302,95.13,1001.13,e-Shop,906,0.11251682368775236
33864744767,275136,2014-01-24,2,6,1,311,32.655,343.655,MBR,311,0.03243606998654105
58670851794,275069,2014-01-24,1,2,5,1318,691.95,7281.95,e-Shop,6590,0.8775235531628532
44443398067,266974,2014-01-24,3,1,1,484,50.82,534.82,Flagship store,484,0.05572005383580081
17092832093,272837,2014-01-24,10,6,2,532,111.72,1175.72,e-Shop,1064,0.13378196500672948
37463585958,268487,2014-01-24,3,1,3,526,165.69,1743.69,TeleShop,1578,0.20296096904441455
14344968345,268027,2014-01-24,3,2,3,1220,384.3,4044.3,e-Shop,3660,0.4831763122476447
31630777702,269173,2014-01-24,3,5,3,942,296.73,3122.73,MBR,2826,0.37092866756393
9885900126,274364,2014-01-24,7,5,3,1025,322.875,3397.875,e-Shop,3075,0.4044414535666218
55612634884,270400,2014-01-24,4,4,2,184,38.64,406.64,e-Shop,368,0.040107671601615075
49387359321,269964,2014-01-24,4,2,2,1329,279.09,2937.09,TeleShop,2658,0.34831763122476445
35775731627,272659,2014-01-24,10,3,3,907,285.705,3006.705,e-Shop,2721,0.3567967698519515
19169459284,274428,2014-01-24,4,3,3,610,192.15,2022.15,MBR,1830,0.23687752355316286
55756440116,274621,2014-01-24,4,1,1,1336,140.28,1476.28,e-Shop,1336,0.17039030955585463
19360494687,273913,2014-01-24,2,6,5,1229,645.225,6790.225,TeleShop,6145,0.8176312247644684
33249592128,274747,2014-01-24,10,5,2,1404,294.84,3102.84,e-Shop,2808,0.36850605652759083
33410130471,271768,2014-01-24,4,1,2,506,106.26,1118.26,e-Shop,1012,0.12678331090174966
24556668524,268054,2014-01-24,1,4,4,176,73.92,777.92,Flagship store,704,0.08532974427994616
77367382435,269890,2014-01-24,4,3,5,1218,639.45,6729.45,e-Shop,6090,0.8102288021534321
76600689323,269873,2014-01-24,4,1,5,1066,559.65,5889.65,TeleShop,5330,0.7079407806191117
88864598282,268992,2014-01-24,11,6,2,615,129.15,1359.15,e-Shop,1230,0.15612382234185734
85020078260,267450,2014-01-24,1,4,2,615,129.15,1359.15,e-Shop,1230,0.15612382234185734
11737727324,272392,2014-01-23,8,3,4,402,168.84,1776.84,MBR,1608,0.2069986541049798
33563154343,271910,2014-01-23,4,3,4,114,47.88,503.88,e-Shop,456,0.051951547779273216
